full-title,title,label
<p>สเปรย์พ่นปาก ฆ่าเชื้อไวรัสโคโรนา ข่าวปลอม สร้างความเข้าใจผิด อย่าแชร์!</p>,สเปรย์พ่นปาก ฆ่าเชื้อไวรัสโคโรนา ข่าวปลอม สร้างความเข้าใจผิด,real
<p>ประกาศ!! หน้าเว็บโรคปอดอักเสบจากไวรัสโคโรนามีการปรับเปลี่ยนลิงค์ที่เผยแพร่ใหม่ จาก .html เป็น php จริงหรือ?</p>,ประกาศ!! หน้าเว็บโรคปอดอักเสบจากไวรัสโคโรนามีการปรับเปลี่ยนลิงค์ที่เผยแพร่ใหม่ จาก .html เป็น php,real
<p>กรมควบคุมโรคยืนยันไม่หยุดคัดกรอง และเพิ่มความเข้มข้นในการรับมือไวรัสโคโรนา สายพันธุ์ใหม่ จริงหรือ?</p>,กรมควบคุมโรคยืนยันไม่หยุดคัดกรอง และเพิ่มความเข้มข้นในการรับมือไวรัสโคโรนา สายพันธุ์ใหม่,real
<p>กรมควบคุมโรค หยุดใช้เครื่องตรวจวัดฯ​ ไวรัสโคโรน่า หลัง​ทางการ​ ‘ อู่ฮั่น​ ‘​ สั่งปิดเมือง ข่าวปลอมสร้างความปั่นป่วน​ หยุดแชร์!</p>,กรมควบคุมโรค หยุดใช้เครื่องตรวจวัดฯ​ ไวรัสโคโรน่า หลัง​ทางการ​ ‘ อู่ฮั่น​ ‘​ สั่งปิดเมือง ข่าวปลอมสร้างความปั่นป่วน​,real
<p>ผู้ป่วยไวรัสโคโรนา จ.นครปฐม ผลตรวจเป็นลบ สธ.รับมือเข้ม ชี้ชัดไม่พบการระบาดในไทย จริงหรือ?</p>,ผู้ป่วยไวรัสโคโรนา จ.นครปฐม ผลตรวจเป็นลบ สธ.รับมือเข้ม ชี้ชัดไม่พบการระบาดในไทย,real
<p>หลีกเลี่ยงควันธูปช่วงตรุษจีน พบสารก่อมะเร็ง มีภัยต่อสุขภาพ จริงหรือ?</p>,หลีกเลี่ยงควันธูปช่วงตรุษจีน พบสารก่อมะเร็ง มีภัยต่อสุขภาพ,real
<p>ดื่มน้ำอัดลม เสี่ยงเป็นมะเร็ง ข่าวปลอม สร้างความเข้าใจผิด อย่าแชร์!</p>,ดื่มน้ำอัดลม เสี่ยงเป็นมะเร็ง ข่าวปลอม สร้างความเข้าใจผิด,real
<p>เก็บภาษีที่ดินไม่บอกราคาประเมิน และต้องเดินทางไปจ่าย ณ สถานที่ตั้งของที่ดินหรืออาคาร ข่าวปลอม อย่างแชร์!</p>,เก็บภาษีที่ดินไม่บอกราคาประเมิน และต้องเดินทางไปจ่าย ณ สถานที่ตั้งของที่ดินหรืออาคาร ข่าวปลอม ,real
<p>ทาวาสลีนในรูจมูก ช่วยดักจับฝุ่น PM 2.5 ข่าวปลอม สร้างความเข้าใจผิด อย่าแชร์!</p>,ทาวาสลีนในรูจมูก ช่วยดักจับฝุ่น PM 2.5 ข่าวปลอม สร้างความเข้าใจผิด,real
<p>ผู้ว่าฯ กทม. ขอความร่วมมือไม่หิ้วถุงพลาสติกมาติดต่อหน่วยงานสังกัด กทม. ทุกแห่ง จริงหรือ?</p>,ผู้ว่าฯ กทม. ขอความร่วมมือไม่หิ้วถุงพลาสติกมาติดต่อหน่วยงานสังกัด กทม. ทุกแห่ง,real
<p>รัฐสั่งเก็บภาษีสินสอดงานแต่ง ข่าวปลอม! สร้างความเข้าใจผิด อย่าแชร์</p>,รัฐสั่งเก็บภาษีสินสอดงานแต่ง ข่าวปลอม! สร้างความเข้าใจผิ,real
<p>10 ผักพื้นบ้าน ช่วยบำรุงสมอง ชะลอความแก่ จริงหรือ?</p>,10 ผักพื้นบ้าน ช่วยบำรุงสมอง ชะลอความแก่,real
<p>จ่ายเงินเบี้ยยังชีพผู้สูงอายุ และเบี้ยผู้พิการ ผ่านบัญชีเงินฝากเท่านั้น จริงหรือ?</p>,จ่ายเงินเบี้ยยังชีพผู้สูงอายุ และเบี้ยผู้พิการ ผ่านบัญชีเงินฝากเท่านั้น,real
<p>ถุงสปันบอนด์ไม่ใช่ถุงผ้า ทำจากพลาสติก  จริงหรือ?</p>,ถุงสปันบอนด์ไม่ใช่ถุงผ้า ทำจากพลาสติก ,real
<p>ลงทะเบียนให้รัฐช่วยปลดหนี้ ข่าวปลอม สร้างความเสียหาย อย่าแชร์!</p>,ลงทะเบียนให้รัฐช่วยปลดหนี้ ข่าวปลอม สร้างความเสียหาย,real
<p>กัญชาช่วยบรรเทาอาการโรคพาร์กินสันได้ จริงหรือ?</p>,กัญชาช่วยบรรเทาอาการโรคพาร์กินสันได้,real
"<p>รัฐบาลเตรียมสั่งทุบวัดในเขตอุทยาน 6,000 แห่งทั่วประเทศ ข่าวปลอม สร้างความเข้าใจผิดแก่ประชาชน อย่าแชร์!</p>","รัฐบาลเตรียมสั่งทุบวัดในเขตอุทยาน 6,000 แห่งทั่วประเทศ ข่าวปลอม สร้างความเข้าใจผิดแก่ประชาชน",real
<p>ลวกช้อนส้อมในหม้อหุงข้าว อุณหภูมิไม่ถึง 80 องศา มีโอกาสได้รับเชื้อแบคทีเรีย และไวรัส จริงหรือ?</p>,ลวกช้อนส้อมในหม้อหุงข้าว อุณหภูมิไม่ถึง 80 องศา มีโอกาสได้รับเชื้อแบคทีเรีย และไวรัส,real
<p>ไทยสนับสนุนอิหร่านในการรบกับอเมริกา ข่าวปลอม สร้างความเข้าใจผิดทางสังคม อย่าแชร์</p>,ไทยสนับสนุนอิหร่านในการรบกับอเมริกา ข่าวปลอม สร้างความเข้าใจผิดทางสังค,real
<p>ต้อลม ต้อเนื้อ เป็นโรคที่ไม่สามารถรักษาให้หายกลับมาเหมือนเดิมได้ จริงหรือ?</p>,ต้อลม ต้อเนื้อ เป็นโรคที่ไม่สามารถรักษาให้หายกลับมาเหมือนเดิมได้,real
<p>รัฐใช้งบฯ แก้ภัยแล้ง 3 พันล้าน ขุดบ่อบาดาล 500 บ่อ ตกบ่อละ 6 ล้าน ข่าวบิดเบือน ไม่ควรแชร์ต่อ</p>,รัฐใช้งบฯ แก้ภัยแล้ง 3 พันล้าน ขุดบ่อบาดาล 500 บ่อ ตกบ่อละ 6 ล้าน ข่าวบิดเบือน ไม่,real
<p>จัดเก็บภาษีการใช้น้ำเกษตรกร ไอเดียนายก ข่าวปลอม สร้างความเข้าใจผิดทางสังคม อย่าแชร์</p>,จัดเก็บภาษีการใช้น้ำเกษตรกร ไอเดียนายก ข่าวปลอม สร้างความเข้าใจผิดทางสังค,real
<p>ธ.ก.ส. รับขึ้นเงินรางวัลลอตเตอรี่ ค่าธรรมเนียมถูกกว่าร้านรับซื้อ 1-1.5% จริงหรือ?</p>,ธ.ก.ส. รับขึ้นเงินรางวัลลอตเตอรี่ ค่าธรรมเนียมถูกกว่าร้านรับซื้อ 1-1.5%,real
<p>ทาเล็บบ่อย เสี่ยงเป็นมะเร็ง จริงหรือ?</p>,ทาเล็บบ่อย เสี่ยงเป็นมะเร็ง,real
<p>สธ. เตือนประชาชนระวัง ไข้หวัดใหญ่ ระบาด! แนะอย่าขาดน้ำ ข่าวปลอม สร้างความเข้าใจผิดแก่ประชาชน อย่าแชร์!</p>,สธ. เตือนประชาชนระวัง ไข้หวัดใหญ่ ระบาด! แนะอย่าขาดน้ำ ข่าวปลอม สร้างความเข้าใจผิดแก่ประชาชน,real
<p>11 ส.ค. 63 ปรับเกณฑ์ใหม่ ‘คุ้มครองเงินฝาก’ จาก 5 ล้านบาทต่อคนต่อธนาคาร เหลือ 1 ล้าน จริงหรือ?</p>,11 ส.ค. 63 ปรับเกณฑ์ใหม่ ‘คุ้มครองเงินฝาก’ จาก 5 ล้านบาทต่อคนต่อธนาคาร เหลือ 1 ล้าน,real
<p>ลดน้ำหนัก ดีท็อกซ์ลำไส้ ด้วยสูตรน้ำส้มสายชู โยเกิร์ต และน้ำอัดลม ข่าวปลอม อย่าแชร์!</p>,ำไส้ ด้วยสูตรน้ำส้มสายชู โยเกิร์ต และน้ำอัดลม ข่าวปลอม อย่าแชร์!,fake
<p>พบเชื้อไวรัสโคโรนาสายพันธุ์ใหม่กำลังระบาดในไทย ข่าวปลอม สร้างความหวาดกลัวให้แก่ประชาชน อย่าแชร์!</p>,พบเชื้อไวรัสโคโรนาสายพันธุ์ใหม่กำลังระบาดในไทย ข่าวปลอม สร้างความหวาดกลัวให้แก่ประชาชน,real
<p>ดื่มสไปรท์ใส่เกลือแทนเกลือแร่ แก้ท้องร่วงได้ ข่าวปลอม เสี่ยงต่ออันตราย อย่าแชร์!</p>,ดื่มสไปรท์ใส่เกลือแทนเกลือแร่ แก้ท้องร่วงได้ ข่าวปลอม เสี่ยงต่ออันตราย,real
<p>ดอกแคบ้าน กินแก้ไตรกลีเซอไรด์สูง ไขมันพอกตับ และช่วยแก้โรคเกาต์ ข่าวปลอม อย่าแชร์!</p>,กลีเซอไรด์สูง ไขมันพอกตับ และช่วยแก้โรคเกาต์ ข่าวปลอม อย่าแชร์!,fake
"<p>โครงการบ้านคนไทยประชารัฐ ผ่อนเริ่มต้น 1,700 บาท สำหรับผู้ถือบัตรสวัสดิการแห่งรัฐ และผู้ที่มีรายได้น้อยกว่า 35,000 บาท/เดือนก่อน จริงหรือ?</p>","โครงการบ้านคนไทยประชารัฐ ผ่อนเริ่มต้น 1,700 บาท สำหรับผู้ถือบัตรสวัสดิการแห่งรัฐ และผู้ที่มีรายได้น้อยกว่า 35,000 บาท/เดือนก่อน",real
<p>ดื่มน้ำมะขาม ช่วยลดหน้าท้อง และไขมัน แถมขับถ่ายคล่อง ข่าวปลอม เสี่ยงต่ออันตราย อย่าแชร์!</p>,ดื่มน้ำมะขาม ช่วยลดหน้าท้อง และไขมัน แถมขับถ่ายคล่อง ข่าวปลอม เสี่ยงต่ออันตราย,real
<p>น้ำมันไทยที่ประเทศพม่าราคาถูกกว่าในประเทศไทย จริงหรือ?</p>,น้ำมันไทยที่ประเทศพม่าราคาถูกกว่าในประเทศไทย,real
<p>กรมบัญชีกลางขอเลขที่บัญชีธนาคาร แจ้งรัฐบาลแจกเงิน ข่าวปลอม สร้างความเข้าใจผิดแก่ประชาชน อย่าแชร์!!</p>,กรมบัญชีกลางขอเลขที่บัญชีธนาคาร แจ้งรัฐบาลแจกเงิน ข่าวปลอม สร้างความเข้าใจผิดแก่ประชาชน ,real
<p>กองบัญชาการตำรวจสอบสวนกลาง ปล่อยข่าวคนร้ายแฝงตัวเข้าบ้านไปเปิดก๊อกน้ำ ข่าวปลอม สร้างความปั่นป่วนแก่ประชาชน อย่าแชร์!!</p>,กองบัญชาการตำรวจสอบสวนกลาง ปล่อยข่าวคนร้ายแฝงตัวเข้าบ้านไปเปิดก๊อกน้ำ ข่าวปลอม สร้างความปั่นป่วนแก่ประชาชน ,real
<p>กรณีที่เป็นฝ่ายถูก เมื่อรถถูกชนสามารถเรียกร้องเงินชดเชยได้ จริงหรือ?</p>,กรณีที่เป็นฝ่ายถูก เมื่อรถถูกชนสามารถเรียกร้องเงินชดเชยได้,real
<p>ประเทศไทย จะมี 83 จังหวัด ข่าวปลอม สร้างความเข้าใจผิดแก่ประชาชน อย่าแชร์!!</p>,ประเทศไทย จะมี 83 จังหวัด ข่าวปลอม สร้างความเข้าใจผิดแก่ประชาชน ,real
<p>กรมการจัดหางาน ประกาศ เดินหน้าจับแรงงานต่างด้าว แย่งอาชีพคนไทย จริงหรือ?</p>,กรมการจัดหางาน ประกาศ เดินหน้าจับแรงงานต่างด้าว แย่งอาชีพคนไทย,real
<p>ข้าวเหนียวที่ใส่ไว้ในกระติกน้ำพลาสติก หากรับประทานจะทำให้อันตราย!! จริงหรือ?</p>,ข้าวเหนียวที่ใส่ไว้ในกระติกน้ำพลาสติก หากรับประทานจะทำให้อันตราย!!,real
"<p>กสถ. เปิดสมัครสรรหา ข้าราชการสายผู้บริหาร ขององค์กรปกครองส่วนท้องถิ่น จำนวน 12,778 อัตรา จริงหรือ?</p>","กสถ. เปิดสมัครสรรหา ข้าราชการสายผู้บริหาร ขององค์กรปกครองส่วนท้องถิ่น จำนวน 12,778 อัตรา",real
<p>สร้างห้องละหมาดทุกชั้น ในอาคารรัฐสภาแห่งใหม่ ข่าวปลอม สร้างความแตกแยก อย่าแชร์!!</p>,สร้างห้องละหมาดทุกชั้น ในอาคารรัฐสภาแห่งใหม่ ข่าวปลอม สร้างความแตกแยก ,real
<p>“น้ำประปาภัยแล้ง ดื่มได้ทุกวัย ไร้ผลกระทบ” อย่าแชร์!!</p>,“น้ำประปาภัยแล้ง ดื่มได้ทุกวัย ไร้ผลกระทบ” ,real
<p>โรตีสด ทานดิบได้ หลายคนชอบ ข่าวปลอม เสี่ยงต่ออันตราย อย่าหลงเชื่อ!!</p>,โรตีสด ทานดิบได้ หลายคนชอบ ข่าวปลอม เสี่ยงต่ออันตราย อย่า,real
<p>จับชาวบ้านตัดไม้ไผ่เขตป่าสงวน แต่ถูกโยงคดีรุกป่า ส.ป.ก. สร้างความเข้าใจผิดทางสังคม อย่าแชร์!!</p>,จับชาวบ้านตัดไม้ไผ่เขตป่าสงวน แต่ถูกโยงคดีรุกป่า ส.ป.ก. สร้างความเข้าใจผิดทางสังคม ,real
"<p>“เผยสถิติน่าตกใจ! คนไทยเกินครึ่ง มีเงินติดบัญชีไม่ถึง 3,000 บาท” จริงหรือ?</p>","“เผยสถิติน่าตกใจ! คนไทยเกินครึ่ง มีเงินติดบัญชีไม่ถึง 3,000 บาท”",real
<p>“ครม. อนุมัติให้ข้าราชการเกษียณอายุได้ถึง 70 ปีบริบูรณ์ เพื่อความต่อเนื่องในการบริหารประเทศ” ข่าวปลอม! สร้างความเข้าใจผิดทางสังคม อย่าแชร์</p>,“ครม. อนุมัติให้ข้าราชการเกษียณอายุได้ถึง 70 ปีบริบูรณ์ เพื่อความต่อเนื่องในการบริหารประเทศ” ข่าวปลอม! สร้างความเข้าใจผิดทางสังค,real
<p>สัญญาณเตือนเศรษฐกิจวิกฤต กระทบทุกชนชั้น  ข่าวปลอม  อย่าแชร์!!</p>,สัญญาณเตือนเศรษฐกิจวิกฤต กระทบทุกชนชั้น  ข่าวปลอม  ,real
<p>เปิดที่อบรมทำใบขับขี่ 130 แห่ง ทั่วประเทศ ไม่ต้องไปขนส่ง หมดเขต 31 ธ.ค. 62 จริงหรือ?</p>,เปิดที่อบรมทำใบขับขี่ 130 แห่ง ทั่วประเทศ ไม่ต้องไปขนส่ง หมดเขต 31 ธ.ค. 62,real
<p>เผยตัวเลขคาดการณ์โบนัสพนักงานรัฐวิสาหกิจปี 62 ปตท.จ่อแชมป์ จ่ายโบนัสสูงสุด 7.5 เท่าของเงินเดือน ข่าวปลอม! อย่าแชร์</p>,เผยตัวเลขคาดการณ์โบนัสพนักงานรัฐวิสาหกิจปี 62 ปตท.จ่อแชมป์ จ่ายโบนัสสูงสุด 7.5 เท่าของเงินเดือน ข่าวปลอม,real
<p>มหัศจรรย์ประโยชน์ 42 ข้อ จากน้ำส้มสายชู มีติดบ้านไว้ดีจริงหรือ?</p>,มหัศจรรย์ประโยชน์ 42 ข้อ จากน้ำส้มสายชู มีติดบ้านไว้ด,real
<p>กรมการจัดหางานเปิดโอกาสทำงานเกาหลี ญี่ปุ่น และต่างประเทศได้ง่ายๆ ไม่ยุ่งยาก พร้อมโอนเงินเพื่อจองสิทธิ์ ข่าวปลอม หลอกลวงประชาชน อย่าหลงเชื่อ!!</p>,กรมการจัดหางานเปิดโอกาสทำงานเกาหลี ญี่ปุ่น และต่างประเทศได้ง่ายๆ ไม่ยุ่งยาก พร้อมโอนเงินเพื่อจองสิทธิ์ ข่าวปลอม หลอกลวงประชาชน อย่า,real
<p>คนไทยทำได้!!  คิดค้นเครื่องยนต์นวัตกรรมใหม่ ใช้น้ำเปล่าเติมแทนน้ำมัน จริงหรือ?</p>,คนไทยทำได้!!  คิดค้นเครื่องยนต์นวัตกรรมใหม่ ใช้น้ำเปล่าเติมแทนน้ำมัน,real
<p>สินค้าน้ำมันพืชเจ้าของเป็นนักการเมืองดังภาคใต้ท่านหนึ่ง ข่าวปลอม สร้างผลกระทบ อย่าแชร์</p>,สินค้าน้ำมันพืชเจ้าของเป็นนักการเมืองดังภาคใต้ท่านหนึ่ง ข่าวปลอม สร้างผลกระท,real
"<p>ลูกหนี้เฮ!! เงินเดือนไม่เกิน 20,000 บ. ไม่ถูกยึดฯใช้หนี้ ข่าวปลอม สร้างความเข้าใจผิดทางสังคม อย่าแชร์</p>","ลูกหนี้เฮ!! เงินเดือนไม่เกิน 20,000 บ. ไม่ถูกยึดฯใช้หนี้ ข่าวปลอม สร้างความเข้าใจผิดทางสังค",real
<p>10 ประโยชน์น้ำยาบ้วนปาก สรรพคุณดีเกินคาด ข่าวปลอม!! สร้างความเข้าใจผิด อย่าแชร์</p>,10 ประโยชน์น้ำยาบ้วนปาก สรรพคุณดีเกินคาด ข่าวปลอม!! สร้างความเข้าใจผิ,real
<p>รัฐบาลเล็งเตรียมเก็บภาษีรถเก่าอายุ10ปี เตรียมกระตุ้นเศรษฐกิจป้ายแดง ข่าวปลอม อย่าแชร์</p>,รัฐบาลเล็งเตรียมเก็บภาษีรถเก่าอายุ10ปี เตรียมกระตุ้นเศรษฐกิจป้ายแดง ข่าวปลอ,real
<p>วิดีโอเผยแพร่ ยุทธศาสตร์การดะวะฮุในประเทศไทย อิสลามขอเป็นศาสนาประจำชาติ ข่าวปลอม!! สร้างความปั่นป่วน อย่าแชร์</p>,วิดีโอเผยแพร่ ยุทธศาสตร์การดะวะฮุในประเทศไทย อิสลามขอเป็นศาสนาประจำชาติ ข่าวปลอม!! สร้างความปั่นป่ว,real
<p>สรรพสามิต เล็งเก็บค่าธรรมเนียม ‘แบตเตอรี่รถยนต์ไฟฟ้า’ จริงหรือ?</p>,สรรพสามิต เล็งเก็บค่าธรรมเนียม ‘แบตเตอรี่รถยนต์ไฟฟ้า’,real
<p>กรณีพบทวิตเตอร์ปลอม แอบอ้าง ไม่ใช่เรื่องจริง อย่าหลงเชื่อ!!</p>,กรณีพบทวิตเตอร์ปลอม แอบอ้าง ไม่ใช่เรื่องจริง อย่า,real
<p>นายกฯ เรียกประชุมสภาความมั่นคงด่วน คาดประกาศ พรก.ฉุกเฉิน ข่าวปลอม !! สร้างความปั่นป่วน อย่าแชร์</p>,นายกฯ เรียกประชุมสภาความมั่นคงด่วน คาดประกาศ พรก.ฉุกเฉิน ข่าวปลอม !! สร้างความปั่นป่ว,real
<p>ข่าวลือ.. เขื่อนพนังกั้นน้ำแตกที่ จ.ตรัง ข่าวปลอม!! สร้างความแตกตื่น อย่าแชร์</p>,ข่าวลือ.. เขื่อนพนังกั้นน้ำแตกที่ จ.ตรัง ข่าวปลอม!! สร้างความแตกตื่,real
<p>ของขวัญปีใหม่ กรมการกงสุลเปิดให้ทำ Passport ฟรี ข่าวปลอม สร้างความปั่นป่วน ระวัง!! อย่าแชร์</p>,ของขวัญปีใหม่ กรมการกงสุลเปิดให้ทำ Passport ฟรี ข่าวปลอม สร้างความปั่นป่วน ระวัง!,real
<p>นายกฯ เก็บภาษีผ้าอนามัยสูง ชี้เป็นสินค้าฟุ่มเฟือย ข่าวปลอม อย่าแชร์!!</p>,ามัยสูง ชี้เป็นสินค้าฟุ่มเฟือย ข่าวปลอม อย่าแชร์!!,fake
<p>สารคำขวัญวันเด็ก จากนายกฯ  ‘เด็กไทยยุคใหม่ต้องไปสกายวอล์ค’ ข่าวปลอม สร้างความปั่นป่วน อย่าแชร์</p>,สารคำขวัญวันเด็ก จากนายกฯ  ‘เด็กไทยยุคใหม่ต้องไปสกายวอล์ค’ ข่าวปลอม สร้างความปั่นป่ว,real
<p>5 สูตรพอกหน้าขาวใส ผลลัพธ์ดี ส่วนผสมหาง่ายใกล้ๆตัว ข่าวปลอม!! ที่ควรระวัง อย่าแชร์</p>,5 สูตรพอกหน้าขาวใส ผลลัพธ์ดี ส่วนผสมหาง่ายใกล้ๆตัว ข่าวปลอม!! ที่ควรระวั,real
<p>“2 แชะ อัตลักษณ์ ” จดทะเบียนซิมการ์ดเพื่อใช้เฉพาะในพื้นที่ภาคใต้ ข่าวปลอม สร้างความปั่นป่วน อย่าแชร์</p>,“2 แชะ อัตลักษณ์ ” จดทะเบียนซิมการ์ดเพื่อใช้เฉพาะในพื้นที่ภาคใต้ ข่าวปลอม สร้างความปั่นป่ว,real
<p>‘จับมือป่วนชิบช็อปใช้’ เป็นยุวชนฐานคะแนนของพรรคการเมืองดัง ข่าวปลอม!! สร้างความปั่นป่วน อย่าแชร์</p>,‘จับมือป่วนชิบช็อปใช้’ เป็นยุวชนฐานคะแนนของพรรคการเมืองดัง ข่าวปลอม!! สร้างความปั่นป่ว,real
<p>‘บิ๊กป้อม’ ลั่น “ประชาชนไม่มีสิทธิ์ตรวจสอบ หรือวิจารณ์เป็นเรื่องของกองทัพ” ข่าวปลอม!! อย่าแชร์</p>,‘บิ๊กป้อม’ ลั่น “ประชาชนไม่มีสิทธิ์ตรวจสอบ หรือวิจารณ์เป็นเรื่องของกองทัพ” ข่าวปลอม!,real
<p>เปิดหลักฐานปล้นประเทศไทย… ข่าวปลอม! สร้างความปั่นป่วน  ที่ไม่ควรแชร์ต่อ!</p>,เปิดหลักฐานปล้นประเทศไทย… ข่าวปลอม! สร้างความปั่นป่วน  ที่ไม่ค,real
<p>กยศ. แจงข่าวลวงบังคับเปลี่ยนศาสนา แลกปลอดหนี้เงินให้กู้ยืมเพื่อการศึกษา ข่าวปลอม สร้างความปั่นป่วน อย่าหลงเชื่อ!</p>,กยศ. แจงข่าวลวงบังคับเปลี่ยนศาสนา แลกปลอดหนี้เงินให้กู้ยืมเพื่อการศึกษา ข่าวปลอม สร้างความปั่นป่วน อย่,real
<p>ธนาคารกรุงไทย แจงข่าว หลังลือหนัก เรื่องห้ามกดเงินตู้ ATM ธนาคารไร้ไฟกระพริบ เหตุถูกแฮคข้อมูลไปยูเครน ข่าวปลอม! อย่าแชร์</p>,ธนาคารกรุงไทย แจงข่าว หลังลือหนัก เรื่องห้ามกดเงินตู้ ATM ธนาคารไร้ไฟกระพริบ เหตุถูกแฮคข้อมูลไปยูเครน ข่าวปลอม,real
<p>‘บิ๊กแดง’ ผบ.ทบ. ลั่นจะไปถล่มกลุ่ม BRN ด้วยตัวเอง ย้ำอยู่ร่วมแผ่นดินกันไม่ได้ ข่าวปลอม! อย่าแชร์</p>,‘บิ๊กแดง’ ผบ.ทบ. ลั่นจะไปถล่มกลุ่ม BRN ด้วยตัวเอง ย้ำอยู่ร่วมแผ่นดินกันไม่ได้ ข่าวปลอม,real
<p>ข่าวปลอม! ‘สมคิด’ เตือนคนไทยประหยัด  เพราะเงินใกล้หมดคลัง ย้ำประชาชนอย่าหลงเชื่อ</p>,ข่าวปลอม! ‘สมคิด’ เตือนคนไทยประหยัด  เพราะเงินใกล้หมดคลัง ย้ำประชาชนอย,real
<p>Pantoflex ผลิตภัณฑ์รักษาข้อต่อ ไม่เคยถูกขึ้นทะเบียนยา แอบอ้างสรรพคุณ กับข้อเท็จจริงที่ควรรู้</p>,Pantoflex ผลิตภัณฑ์รักษาข้อต่อ ไม่เคยถูกขึ้นทะเบียนยา แอบอ้างสรรพคุณ กับข้อเท็จจริ,real
<p>กระทรวงศึกษาฯ บังคับเด็กประถม-มัธยม ทุกคนเรียนวิชาอิสลาม   ข่าวปลอม สร้างความปั่นป่วน กับข้อเท็จจริงที่ต้องรู้</p>,กระทรวงศึกษาฯ บังคับเด็กประถม-มัธยม ทุกคนเรียนวิชาอิสลาม   ข่าวปลอม สร้างความปั่นป่วน กับข้อเท็จจริง,real
<p>น้ำยาบ้วนปาก กับประโยชน์นานัปการ ข่าวปลอม ที่อ้างสรรพคุณเกินจริง ที่คุณต้องรู้</p>,น้ำยาบ้วนปาก กับประโยชน์นานัปการ ข่าวปลอม ที่อ้างสรรพคุณเกินจริง ที่,real
<p>ใบหน้าอ่อนกว่าวัยด้วย 3 สูตรพอกหน้า ช่วยลดอายุไป 20 ปี ข่าวปลอม ต้องระวัง! อาจเกิดอาการแพ้</p>,ใบหน้าอ่อนกว่าวัยด้วย 3 สูตรพอกหน้า ช่วยลดอายุไป 20 ปี ข่าวปลอม ต้องระวัง! อาจเก,real
<p>8 สูตรพอกหน้าลดรอยสิว ขาวไว จุดด่างดำขาววิ้ง ข่าวปลอม อ้างสรรพคุณเกินจริง อย่าหลงเชื่อ!</p>,8 สูตรพอกหน้าลดรอยสิว ขาวไว จุดด่างดำขาววิ้ง ข่าวปลอม อ้างสรรพคุณเกินจริง อย่,real
<p>การอาบน้ำอุ่นตอนท้องปลอดภัยหรือไม่?  ข่าวจริงที่หญิงตั้งครรภ์ต้องหลีกเลี่ยง</p>,การอาบน้ำอุ่นตอนท้องปลอดภัยหรือไม่?  ข่าวจริงที่หญิงตั้งครรภ์ต้อง,real
<p>เตือนภัยคนนอนกรน เสี่ยงหัวใจหยุดเต้น อันตราย! ควรพบแพทย์ต้องระวัง จริงหรือ ?</p>,เตือนภัยคนนอนกรน เสี่ยงหัวใจหยุดเต้น อันตราย! ควรพบแพทย์ต้องระวัง ,real
<p>แจง ‘บิ๊กตู่ เตรียมลาออกนายก’  เป็นข่าวปลอม หยุดแชร์</p>,แจง ‘บิ๊กตู่ เตรียมลาออกนายก’  เป็นข่าวปลอ,real
<p>เผยมือป่วน ชิมช้อปใช้ 2 เป็นมืออาชีพ ทำเป็นขบวนการ สร้างเว็บปลอมหลอกคน</p>,เผยมือป่วน ชิมช้อปใช้ 2 เป็นมืออาชีพ ทำเป็นขบวนการ สร้างเว็บ,real
<p>ชัวร์ก่อนแชร์ : ตำรวจจะไม่มีอำนาจยึดใบขับขี่อีกต่อไป จริงหรือ ?</p>,ชัวร์ก่อนแชร์ : ตำรวจจะไม่มีอำนาจยึดใบขับขี่อีกต่อไป ,real
<p>เตือนภัย! อย่าหลงเชื่ออาหารเสริม อ้างสามารถรักษาโรคทางตาได้</p>,เตือนภัย! อย่าหลงเชื่ออาหารเสริม อ้างสามารถรักษาโ,real
<p>กรมอุตุฯ แจงข่าวลือว่อนโซเชียล คลื่นความหนาวปกคลุมไทย ไม่เป็นความจริง</p>,กรมอุตุฯ แจงข่าวลือว่อนโซเชียล คลื่นความหนาวปกคลุมไทย ไม่เป,real
<p>กกต. แจงแล้ว แจกใบแดงเพื่อไทย – อนาคตใหม่ ตัดกำลัง เป็นแค่ข่าวปลอม</p>,กกต. แจงแล้ว แจกใบแดงเพื่อไทย – อนาคตใหม่ ตัดกำลัง เป็นแ,real
<p>น้ำสับปะรดร้อน รักษามะเร็ง จริงหรือ?</p>,น้ำสับปะรดร้อน รักษามะเร็ง,real
<p>sanook.com ชี้แจงข้อเท็จจริงกรณีเว็บไซต์ข่าวปลอม แอบอ้างเสนอบทความพระราชินี</p>,sanook.com ชี้แจงข้อเท็จจริงกรณีเว็บไซต์ข่าวปลอม แอบอ้างเสนอบทควา,real
<p>อย่าเชื่อ ! ธนาคารออมสิน แจงเลข 8 และ 28 ในบัตร ปชช. ขึ้นเงินได้ ไม่จริง</p>,อย่าเชื่อ ! ธนาคารออมสิน แจงเลข 8 และ 28 ในบัตร ปชช. ขึ้นเงินไ,real
<p>กรมอุตุฯ แจงข่าวลือพายุลูกใหม่รุนแรงกว่า “พายุฮาวี” กระทบไทย 8 ก.ย. นี้</p>,กรมอุตุฯ แจงข่าวลือพายุลูกใหม่รุนแรงกว่า “พายุฮาวี” กระทบไทย ,real
